f3d13008,Song Title 4650,Artist118,177.17391304347825,23
7a07bd31,Song Title 4655,Artist167,175.47619047619048,21
a2b3985a,Song Title 1781,Artist342,176.05,20
6ee34f78,Song Title 394,Artist99,180.0,16
5e908326,Song Title 62,Artist167,173.30769230769232,26
ac1aacef,Song Title 3681,Artist3,147.1818181818182,11
1fc2ca84,Song Title 2861,Artist77,162.22727272727272,22
354b54e8,Song Title 2604,Artist93,201.69230769230768,13
67d46787,Song Title 883,Artist126,171.6086956521739,23
dd951dc2,Song Title 4907,Artist394,187.9375,16
595665f5,Song Title 1967,Artist266,183.16666666666666,18
2dfff96a,Song Title 3771,Artist158,159.52941176470588,17
3432f27a,Song Title 2642,Artist295,153.11764705882354,17
a67873d3,Song Title 1125,Artist450,153.8095238095238,21
af240cf8,Song Title 2131,Artist241,162.0,19
d3f84ea6,Song Title 3783,Artist152,160.92307692307693,13
c1bf60a0,Song Title 1504,Artist324,163.28571428571428,21
402cb999,Song Title 4116,Artist129,178.47619047619048,21
99a8f175,Song Title 2880,Artist365,177.93333333333334,15
bdf5f2c1,Song Title 1321,Artist486,155.52631578947367,19
58216b80,Song Title 2009,Artist293,143.35294117647058,17
b1331ccf,Song Title 2263,Artist39,174.71428571428572,14
20c1da4c,Song Title 55,Artist320,127.33333333333333,12
0ea69174,Song Title 3819,Artist240,170.08,25
4c0d0441,Song Title 4519,Artist72,169.21428571428572,14
96ea2429,Song Title 220,Artist284,193.42857142857142,14
77df5b30,Song Title 1623,Artist177,158.75862068965517,29
e6159728,Song Title 429,Artist238,135.58823529411765,17
974a23fa,Song Title 1711,Artist255,150.33333333333334,18
9af72ccd,Song Title 933,Artist54,160.05882352941177,17
699192d4,Song Title 797,Artist367,183.16666666666666,18
85be18dc,Song Title 4339,Artist309,134.35714285714286,14
6fd96056,Song Title 115,Artist237,169.8695652173913,23
dc072f46,Song Title 2249,Artist133,131.8421052631579,19
6bd3c632,Song Title 4866,Artist219,149.72222222222223,18
cb6c2404,Song Title 2381,Artist21,141.70833333333334,24
586865b1,Song Title 1631,Artist469,146.46666666666667,15
5d846e32,Song Title 750,Artist177,146.2173913043478,23
06869cf0,Song Title 4005,Artist57,140.42105263157896,19
eaea4497,Song Title 3758,Artist14,154.77272727272728,22
e4ff4a76,Song Title 2114,Artist260,177.24,25
5b149108,Song Title 1423,Artist237,185.83333333333334,24
046d0597,Song Title 4226,Artist418,172.83333333333334,24
448a2870,Song Title 46,Artist271,191.4090909090909,22
fd1865d5,Song Title 8,Artist21,150.33333333333334,18
9e52e8ea,Song Title 3062,Artist483,141.21428571428572,14
9af278c2,Song Title 3442,Artist82,179.41176470588235,17
6a786e73,Song Title 266,Artist442,125.0,23
570b45d3,Song Title 892,Artist1,150.0,11
8d6bd8d0,Song Title 3264,Artist14,131.66666666666666,21
9b7bf65a,Song Title 2912,Artist450,202.04761904761904,21
458f0416,Song Title 4521,Artist445,154.9047619047619,21
2ba96c88,Song Title 1829,Artist153,128.35,20
261bbb72,Song Title 4836,Artist17,181.04545454545453,22
d8720086,Song Title 824,Artist221,159.35714285714286,14
547464a0,Song Title 1090,Artist294,184.08333333333334,24
9510b511,Song Title 2281,Artist360,155.5483870967742,31
687b3b97,Song Title 4705,Artist75,161.27272727272728,11
6a31ffce,Song Title 1516,Artist283,191.57142857142858,28
e7320f36,Song Title 2073,Artist429,148.86363636363637,22
b277de19,Song Title 4049,Artist381,163.57142857142858,21
d29747c2,Song Title 1989,Artist82,159.25,24
8d1e5a5a,Song Title 2480,Artist88,190.92307692307693,13
