user_id,song_id,timestamp,duration_sec
user_870,2cbf61a3,2025-04-10 06:14:00,82
user_984,e8e7c319,2025-04-09 15:15:00,223
user_502,8d6e474d,2025-04-09 14:58:00,294
user_447,65b38754,2025-03-17 04:42:00,181
user_967,65b38754,2025-03-16 11:22:00,236
user_255,411f28fa,2025-03-13 22:37:00,125
user_941,a037dae2,2025-03-15 12:04:00,147
user_5,2dbd7c8b,2025-03-19 20:23:00,157
user_124,f6b877ae,2025-03-21 21:09:00,181
user_360,ed1e1f24,2025-03-21 19:59:00,86
user_251,041b69b1,2025-03-23 21:03:00,191
user_120,bd4974d0,2025-03-28 02:38:00,180
user_838,e4ea67bd,2025-03-02 23:16:00,94
user_326,c2ef9ff8,2025-03-25 12:59:00,276
user_434,02ec99ec,2025-03-07 14:02:00,141
user_321,5df53251,2025-03-16 23:43:00,165
user_567,19dd694d,2025-03-15 01:29:00,196
user_941,e958047e,2025-03-01 05:12:00,296
user_138,779cb09f,2025-03-26 23:54:00,238
user_17,4e9c4044,2025-03-05 22:45:00,167
user_174,b07ce9eb,2025-03-01 10:25:00,212
user_242,65694ad6,2025-03-27 17:39:00,89
user_202,b0d45f42,2025-03-10 04:09:00,50
user_152,5d112cb1,2025-03-08 08:36:00,154
user_770,991850bb,2025-03-07 16:41:00,265
user_162,f3d13008,2025-03-20 00:03:00,202
user_843,cfd2701e,2025-03-10 14:04:00,246
user_817,72a2e15e,2025-03-02 08:05:00,235
user_40,5554c79d,2025-03-28 02:28:00,71
user_465,0be0beb3,2025-03-08 00:44:00,164
user_901,3b6478b9,2025-03-28 10:16:00,258
user_20,5c809c9c,2025-03-05 14:50:00,165
user_909,a37920e1,2025-03-03 00:08:00,147
user_666,a8933da2,2025-03-24 01:08:00,149
user_627,608276b5,2025-03-05 08:12:00,286
user_89,670a32e9,2025-03-04 19:09:00,155
user_134,fd76992a,2025-03-24 11:51:00,205
user_835,796f18be,2025-03-01 09:30:00,172
user_967,31191a50,2025-03-14 23:47:00,235
user_643,a8c898e3,2025-03-21 13:49:00,96
user_382,60ac4448,2025-03-03 11:53:00,39
user_489,472a996a,2025-03-03 18:31:00,141
user_998,3935c8a4,2025-03-03 18:05:00,197
user_950,fd63954d,2025-03-12 09:34:00,225
user_545,93a8dd1f,2025-03-24 03:53:00,176
user_939,2d2ba33b,2025-03-11 05:11:00,248
user_809,7842c13e,2025-03-10 02:02:00,113
user_156,ff1fe3f5,2025-03-03 09:23:00,136
user_424,59f6e6f8,2025-03-20 10:31:00,184
user_277,5be24fa0,2025-03-16 17:12:00,64
user_559,e3d5a473,2025-03-28 20:45:00,175
user_159,7fa354e7,2025-03-21 13:24:00,261
user_828,a9e0a974,2025-03-31 14:59:00,59
user_115,223e9dcb,2025-03-06 18:26:00,246
user_360,e229f7cd,2025-03-20 22:28:00,44
user_955,af235a5e,2025-03-10 14:55:00,157
user_723,9726ec24,2025-03-16 04:04:00,43
user_50,53ef846b,2025-03-08 04:06:00,45
user_439,a659ea61,2025-03-05 23:40:00,161
